,hhcode,idc,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province,age,sex,marital_status,subprovince code
84932,4221000210.0,4,yes,,yes,,urban,4,13,female,unmarried,4221
84933,4221000210.0,5,yes,,yes,,urban,4,10,male,unmarried,4221
84934,4221000210.0,6,no,4.0,no,6.0,urban,4,7,female,unmarried,4221
84937,4221000211.0,3,no,,no,11.0,urban,4,12,female,unmarried,4221
84938,4221000211.0,4,no,,no,6.0,urban,4,10,female,unmarried,4221
84941,4221000212.0,3,no,,no,6.0,urban,4,12,male,unmarried,4221
84942,4221000212.0,4,no,6.0,no,6.0,urban,4,11,male,unmarried,4221
84943,4221000212.0,5,no,,no,6.0,urban,4,9,female,unmarried,4221
84944,4221000212.0,6,no,,no,11.0,urban,4,7,female,unmarried,4221
84948,4221000301.0,4,yes,,yes,,urban,4,13,male,unmarried,4221
84949,4221000301.0,5,no,,no,6.0,urban,4,12,female,unmarried,4221
84950,4221000301.0,6,no,,no,6.0,urban,4,10,male,unmarried,4221
84954,4221000302.0,5,no,,no,,urban,4,12,female,unmarried,4221
84955,4221000302.0,6,no,,no,,urban,4,10,male,unmarried,4221
84956,4221000302.0,7,yes,1.0,yes,,urban,4,8,female,unmarried,4221
84957,4221000302.0,8,no,0.0,no,10.0,urban,4,7,female,unmarried,4221
84962,4221000303.0,5,no,,no,10.0,urban,4,15,female,unmarried,4221
84965,4221000304.0,3,no,,no,6.0,urban,4,9,female,unmarried,4221
84966,4221000304.0,4,yes,,yes,,urban,4,6,male,unmarried,4221
84974,4221000305.0,6,yes,,yes,,urban,4,14,female,unmarried,4221
84975,4221000305.0,7,yes,,yes,,urban,4,12,female,unmarried,4221
84978,4221000306.0,4,no,,no,16.0,urban,4,15,male,unmarried,4221
84979,4221000306.0,5,no,,no,,urban,4,13,female,unmarried,4221
84982,4221000307.0,3,no,,no,6.0,urban,4,7,female,unmarried,4221
84983,4221000307.0,4,yes,,yes,,urban,4,5,male,unmarried,4221
84990,4221000308.0,6,no,,no,6.0,urban,4,15,male,unmarried,4221
84991,4221000308.0,7,no,,no,10.0,urban,4,14,female,unmarried,4221
84998,4221000310.0,3,no,,no,6.0,urban,4,14,male,unmarried,4221
85005,4221000312.0,3,no,,no,6.0,urban,4,15,female,unmarried,4221
85006,4221000312.0,4,no,,no,6.0,urban,4,12,female,unmarried,4221
85007,4221000312.0,5,yes,,yes,,urban,4,9,male,unmarried,4221
85008,4221000312.0,6,yes,,yes,,urban,4,7,male,unmarried,4221
85014,4221000401.0,6,no,,no,,urban,4,13,male,unmarried,4221
85015,4221000401.0,7,no,,no,6.0,urban,4,12,male,unmarried,4221
85018,4221000402.0,3,no,,no,6.0,urban,4,9,male,unmarried,4221
85019,4221000402.0,4,no,,no,10.0,urban,4,7,male,unmarried,4221
85022,4221000402.0,8,yes,,yes,,urban,4,5,female,unmarried,4221
85032,4221000404.0,3,no,5.0,no,,urban,4,15,male,unmarried,4221
85033,4221000404.0,4,yes,,yes,,urban,4,13,male,unmarried,4221
85034,4221000404.0,5,yes,,yes,,urban,4,11,female,unmarried,4221
85035,4221000404.0,7,yes,,yes,,urban,4,7,female,unmarried,4221
85043,4221000406.0,4,no,9.0,no,,urban,4,13,female,unmarried,4221
85044,4221000406.0,5,no,5.0,no,6.0,urban,4,11,male,unmarried,4221
85045,4221000406.0,6,no,6.0,no,6.0,urban,4,9,male,unmarried,4221
85049,4221000407.0,4,yes,10.0,yes,,urban,4,15,male,unmarried,4221
85050,4221000407.0,5,no,10.0,no,6.0,urban,4,13,female,unmarried,4221
85054,4221000408.0,4,no,2.0,no,6.0,urban,4,14,male,unmarried,4221
85055,4221000408.0,5,yes,,yes,,urban,4,12,male,unmarried,4221
85056,4221000408.0,6,yes,10.0,yes,,urban,4,9,female,unmarried,4221
85057,4221000408.0,7,no,,no,6.0,urban,4,7,male,unmarried,4221
85062,4221000409.0,6,no,,no,,urban,4,9,male,unmarried,4221
85065,4221000410.0,3,yes,5.0,yes,,urban,4,12,male,unmarried,4221
85066,4221000410.0,4,yes,0.0,yes,,urban,4,10,female,unmarried,4221
85067,4221000410.0,5,no,0.0,no,6.0,urban,4,9,male,unmarried,4221
85070,4221000411.0,3,no,,no,6.0,urban,4,12,male,unmarried,4221
85071,4221000411.0,4,yes,,yes,,urban,4,9,male,unmarried,4221
85072,4221000411.0,5,yes,,yes,,urban,4,8,male,unmarried,4221
85073,4221000411.0,6,no,,no,6.0,urban,4,5,male,unmarried,4221
85074,4221000411.0,7,no,,no,6.0,urban,4,5,female,unmarried,4221
85079,4221000412.0,4,no,,no,6.0,urban,4,15,male,unmarried,4221
85080,4221000412.0,5,no,,no,6.0,urban,4,14,female,unmarried,4221
85081,4221000412.0,6,no,,no,10.0,urban,4,11,male,unmarried,4221
85084,4221000501.0,3,yes,,yes,,urban,4,12,male,unmarried,4221
85085,4221000501.0,4,yes,,yes,,urban,4,11,male,unmarried,4221
85086,4221000501.0,5,no,,no,6.0,urban,4,8,male,unmarried,4221
85087,4221000501.0,6,yes,,yes,,urban,4,5,female,unmarried,4221
85101,4221000504.0,4,no,,no,6.0,urban,4,14,male,unmarried,4221
85102,4221000504.0,5,yes,,yes,,urban,4,12,female,unmarried,4221
85103,4221000504.0,6,no,3.0,no,6.0,urban,4,10,female,unmarried,4221
85108,4221000505.0,5,yes,,yes,,urban,4,15,male,unmarried,4221
85109,4221000505.0,6,yes,,yes,,urban,4,13,female,unmarried,4221
85119,4221000508.0,3,no,,no,6.0,urban,4,12,male,unmarried,4221
85120,4221000508.0,4,no,,no,6.0,urban,4,11,male,unmarried,4221
85121,4221000508.0,5,yes,,yes,,urban,4,8,female,unmarried,4221
85122,4221000508.0,6,yes,,yes,,urban,4,6,female,unmarried,4221
85125,4221000509.0,3,yes,,yes,,urban,4,8,male,unmarried,4221
85126,4221000509.0,4,yes,,yes,,urban,4,7,female,unmarried,4221
85131,4221000510.0,4,yes,5.0,yes,,urban,4,12,female,unmarried,4221
85132,4221000510.0,5,no,,no,6.0,urban,4,11,female,unmarried,4221
85133,4221000510.0,6,yes,,yes,,urban,4,8,female,unmarried,4221
85134,4221000510.0,7,yes,,yes,,urban,4,6,male,unmarried,4221
85137,4221000511.0,4,yes,,no,,urban,4,10,female,unmarried,4221
85138,4221000511.0,5,no,,no,,urban,4,8,male,unmarried,4221
85147,4221000602.0,3,yes,,yes,,urban,4,9,female,unmarried,4221
85148,4221000602.0,4,no,,no,6.0,urban,4,5,male,unmarried,4221
85160,4221000605.0,3,no,,no,,urban,4,8,female,unmarried,4221
85161,4221000605.0,4,no,20.0,no,6.0,urban,4,6,male,unmarried,4221
85181,4221000610.0,5,yes,,no,16.0,urban,4,15,male,unmarried,4221
85182,4221000610.0,6,no,5.0,no,,urban,4,13,male,unmarried,4221
85187,4221000612.0,3,yes,,yes,,urban,4,8,male,unmarried,4221
85188,4221000612.0,4,yes,,yes,,urban,4,6,female,unmarried,4221
85192,4221000701.0,3,no,1.0,no,6.0,urban,4,13,male,unmarried,4221
85193,4221000701.0,4,no,,no,6.0,urban,4,11,male,unmarried,4221
85199,4221000703.0,3,no,,no,6.0,urban,4,10,male,unmarried,4221
85200,4221000703.0,4,no,,no,6.0,urban,4,8,male,unmarried,4221
85201,4221000703.0,5,no,,no,,urban,4,6,male,unmarried,4221
85204,4221000704.0,3,no,,no,11.0,urban,4,5,male,unmarried,4221
85210,4221000705.0,3,no,,no,,urban,4,11,male,unmarried,4221
85211,4221000705.0,4,no,,no,,urban,4,9,female,unmarried,4221
85212,4221000705.0,5,no,,no,6.0,urban,4,7,male,unmarried,4221
85213,4221000705.0,6,no,,no,11.0,urban,4,5,male,unmarried,4221
85220,4221000706.0,5,no,,no,7.0,urban,4,10,female,unmarried,4221
85224,4221000707.0,3,no,,no,3.0,urban,4,12,female,unmarried,4221
85225,4221000707.0,4,no,,no,10.0,urban,4,10,female,unmarried,4221
85228,4221000709.0,3,no,,no,11.0,urban,4,9,male,unmarried,4221
85229,4221000709.0,4,no,,no,11.0,urban,4,7,male,unmarried,4221
85230,4221000709.0,5,no,,no,11.0,urban,4,5,female,unmarried,4221
85234,4221000710.0,3,no,,no,,urban,4,13,male,unmarried,4221
85235,4221000710.0,4,no,,no,5.0,urban,4,11,male,unmarried,4221
85236,4221000710.0,5,no,,no,,urban,4,9,female,unmarried,4221
85237,4221000710.0,6,no,,no,,urban,4,7,male,unmarried,4221
85241,4221000712.0,3,no,,no,8.0,urban,4,10,male,unmarried,4221
85242,4221000712.0,4,no,,no,8.0,urban,4,8,male,unmarried,4221
85243,4221000712.0,5,no,,no,,urban,4,6,male,unmarried,4221
85247,4221000801.0,3,no,,no,16.0,urban,4,10,male,unmarried,4221
85248,4221000801.0,4,no,,no,,urban,4,7,female,unmarried,4221
85252,4221000802.0,3,yes,,yes,,urban,4,12,male,unmarried,4221
85253,4221000802.0,4,no,,no,6.0,urban,4,9,male,unmarried,4221
85254,4221000802.0,5,no,,no,6.0,urban,4,7,female,unmarried,4221
85255,4221000802.0,6,no,,no,6.0,urban,4,5,female,unmarried,4221
85263,4221000805.0,3,no,,no,,urban,4,11,male,unmarried,4221
85264,4221000805.0,4,yes,,yes,,urban,4,8,female,unmarried,4221
85265,4221000805.0,5,no,,no,6.0,urban,4,6,male,unmarried,4221
85270,4221000806.0,4,yes,,yes,,urban,4,14,male,unmarried,4221
85271,4221000806.0,5,no,,no,6.0,urban,4,12,female,unmarried,4221
85272,4221000806.0,7,no,,no,,urban,4,5,male,unmarried,4221
85280,4221000808.0,3,no,,no,6.0,urban,4,11,male,unmarried,4221
85281,4221000808.0,4,no,,no,6.0,urban,4,9,male,unmarried,4221
85282,4221000808.0,5,yes,,yes,,urban,4,7,male,unmarried,4221
85283,4221000808.0,6,yes,,yes,,urban,4,5,female,unmarried,4221
85292,4221000810.0,7,no,,no,6.0,urban,4,13,female,unmarried,4221
85293,4221000810.0,8,no,,no,6.0,urban,4,10,female,unmarried,4221
85296,4221000811.0,3,no,,no,6.0,urban,4,12,male,unmarried,4221
85297,4221000811.0,4,no,,no,6.0,urban,4,10,female,unmarried,4221
85306,4222000101.0,5,yes,5.0,yes,,rural,4,12,male,unmarried,4222
85307,4222000101.0,6,yes,4.0,yes,,rural,4,8,male,unmarried,4222
85314,4222000103.0,3,no,,no,,rural,4,5,male,unmarried,4222
85318,4222000104.0,3,yes,10.0,yes,,rural,4,14,female,unmarried,4222
85319,4222000104.0,4,no,8.0,no,,rural,4,11,male,unmarried,4222
85320,4222000104.0,5,no,10.0,no,,rural,4,9,female,unmarried,4222
85321,4222000104.0,6,yes,,yes,,rural,4,6,female,unmarried,4222
85326,4222000106.0,3,yes,,yes,,rural,4,10,male,unmarried,4222
85327,4222000106.0,4,yes,,yes,,rural,4,8,female,unmarried,4222
85328,4222000106.0,5,yes,7.0,yes,,rural,4,6,male,unmarried,4222
85336,4222000108.0,4,yes,,yes,,rural,4,13,female,unmarried,4222
85337,4222000108.0,5,no,,no,,rural,4,11,male,unmarried,4222
85338,4222000108.0,6,yes,,yes,,rural,4,9,male,unmarried,4222
85343,4222000109.0,4,no,4.0,no,,rural,4,15,male,unmarried,4222
85344,4222000109.0,5,yes,0.0,yes,,rural,4,13,female,unmarried,4222
85347,4222000110.0,3,yes,8.0,yes,,rural,4,10,female,unmarried,4222
85348,4222000110.0,4,yes,,yes,,rural,4,8,female,unmarried,4222
85353,4222000111.0,5,yes,,yes,,rural,4,13,female,unmarried,4222
85354,4222000111.0,6,yes,1.0,yes,,rural,4,10,male,unmarried,4222
85355,4222000111.0,7,yes,5.0,yes,,rural,4,8,female,unmarried,4222
85358,4222000112.0,3,yes,,yes,,rural,4,5,female,unmarried,4222
85363,4222000201.0,3,yes,5.0,no,11.0,rural,4,13,male,unmarried,4222
85364,4222000201.0,4,yes,,no,11.0,rural,4,10,female,unmarried,4222
85365,4222000201.0,5,yes,5.0,no,,rural,4,8,female,unmarried,4222
85366,4222000201.0,6,yes,,yes,,rural,4,6,female,unmarried,4222
85372,4222000202.0,5,yes,0.0,yes,,rural,4,7,male,unmarried,4222
85379,4222000203.0,4,yes,5.0,yes,,rural,4,14,male,unmarried,4222
85380,4222000203.0,5,no,,no,11.0,rural,4,10,male,unmarried,4222
85383,4222000204.0,3,yes,12.0,yes,,rural,4,13,male,unmarried,4222
85384,4222000204.0,4,yes,,yes,,rural,4,11,female,unmarried,4222
85385,4222000204.0,5,yes,3.0,yes,,rural,4,9,male,unmarried,4222
85386,4222000204.0,6,yes,1.0,yes,,rural,4,7,male,unmarried,4222
85391,4222000205.0,5,yes,,no,,rural,4,9,male,unmarried,4222
85392,4222000205.0,6,yes,,yes,,rural,4,8,male,unmarried,4222
85393,4222000205.0,7,yes,,yes,,rural,4,6,female,unmarried,4222
85397,4222000206.0,3,yes,,yes,,rural,4,15,male,unmarried,4222
85398,4222000206.0,4,no,,no,11.0,rural,4,13,male,unmarried,4222
85404,4222000207.0,6,yes,,yes,,rural,4,15,male,unmarried,4222
85405,4222000207.0,7,yes,,yes,,rural,4,12,female,unmarried,4222
85411,4222000208.0,5,yes,8.0,no,16.0,rural,4,8,female,unmarried,4222
85412,4222000208.0,6,no,,no,11.0,rural,4,5,male,unmarried,4222
85417,4222000209.0,4,yes,5.0,yes,,rural,4,12,female,unmarried,4222
85418,4222000209.0,5,yes,5.0,yes,,rural,4,9,female,unmarried,4222
85419,4222000209.0,6,yes,4.0,yes,,rural,4,6,male,unmarried,4222
85422,4222000210.0,3,yes,10.0,yes,,rural,4,10,male,unmarried,4222
85423,4222000210.0,4,yes,,yes,,rural,4,5,female,unmarried,4222
85428,4222000211.0,4,yes,,no,11.0,rural,4,14,male,unmarried,4222
85429,4222000211.0,5,yes,,yes,,rural,4,11,female,unmarried,4222
85430,4222000211.0,6,yes,3.0,yes,,rural,4,8,male,unmarried,4222
85438,4311000101.0,3,no,5.0,no,,urban,4,15,female,unmarried,4311
85439,4311000101.0,4,no,5.0,no,,urban,4,13,male,unmarried,4311
85440,4311000101.0,5,no,14.0,no,,urban,4,10,male,unmarried,4311
85441,4311000101.0,6,yes,8.0,yes,,urban,4,7,male,unmarried,4311
85445,4311000102.0,4,no,0.0,no,,urban,4,13,male,unmarried,4311
85446,4311000102.0,5,no,2.0,no,,urban,4,12,female,unmarried,4311
85449,4311000103.0,3,no,12.0,no,,urban,4,15,female,unmarried,4311
85450,4311000103.0,4,no,,no,,urban,4,12,male,unmarried,4311
85451,4311000103.0,5,no,12.0,no,,urban,4,9,male,unmarried,4311
85455,4311000104.0,4,no,8.0,no,,urban,4,14,female,unmarried,4311
85456,4311000104.0,5,no,,no,,urban,4,11,female,unmarried,4311
85461,4311000105.0,5,no,4.0,no,,urban,4,15,male,unmarried,4311
85462,4311000105.0,6,no,1.0,no,,urban,4,12,female,unmarried,4311
85469,4311000107.0,3,no,,no,,urban,4,10,female,unmarried,4311
85470,4311000107.0,4,no,,no,,urban,4,8,female,unmarried,4311
85471,4311000107.0,5,no,,no,,urban,4,7,male,unmarried,4311
85474,4311000108.0,3,no,,no,,urban,4,10,male,unmarried,4311
85475,4311000108.0,4,no,,no,,urban,4,8,male,unmarried,4311
85479,4311000109.0,3,no,10.0,no,,urban,4,12,male,unmarried,4311
85480,4311000109.0,4,yes,,yes,,urban,4,10,female,unmarried,4311
85481,4311000109.0,5,no,5.0,no,,urban,4,8,male,unmarried,4311
85482,4311000109.0,6,no,10.0,no,,urban,4,7,female,unmarried,4311
85485,4311000110.0,3,no,10.0,no,,urban,4,12,male,unmarried,4311
85487,4311000110.0,5,no,10.0,no,,urban,4,10,male,unmarried,4311
85488,4311000110.0,6,no,10.0,no,,urban,4,7,female,unmarried,4311
85492,4311000111.0,4,no,,no,,urban,4,14,female,unmarried,4311
85498,4311000201.0,3,no,,no,,urban,4,8,female,unmarried,4311
85499,4311000201.0,4,no,5.0,no,,urban,4,6,male,unmarried,4311
85504,4311000202.0,3,no,6.0,no,1.0,urban,4,10,female,unmarried,4311
85505,4311000202.0,4,no,,no,1.0,urban,4,7,female,unmarried,4311
85511,4311000203.0,4,yes,0.0,yes,,urban,4,13,female,unmarried,4311
85517,4311000204.0,3,no,5.0,no,,urban,4,11,male,unmarried,4311
85518,4311000204.0,4,no,9.0,no,,urban,4,9,male,unmarried,4311
85519,4311000204.0,5,no,7.0,no,,urban,4,7,male,unmarried,4311
85520,4311000204.0,6,no,6.0,no,,urban,4,6,female,unmarried,4311
85523,4311000205.0,3,no,,no,,urban,4,15,male,unmarried,4311
85524,4311000205.0,4,no,2.0,no,,urban,4,12,male,unmarried,4311
85525,4311000205.0,5,no,1.0,no,,urban,4,9,male,unmarried,4311
85526,4311000205.0,6,no,0.0,no,,urban,4,7,female,unmarried,4311
85529,4311000206.0,3,no,6.0,no,,urban,4,6,female,unmarried,4311
85533,4311000207.0,3,no,,no,,urban,4,9,male,unmarried,4311
85534,4311000207.0,4,no,20.0,no,,urban,4,7,female,unmarried,4311
85535,4311000207.0,5,no,20.0,no,,urban,4,5,female,unmarried,4311
85539,4311000208.0,4,no,6.0,no,,urban,4,13,male,unmarried,4311
85544,4311000209.0,3,no,7.0,no,,urban,4,8,male,unmarried,4311
85547,4311000210.0,3,no,11.0,no,,urban,4,10,male,unmarried,4311
85548,4311000210.0,4,no,20.0,no,,urban,4,7,female,unmarried,4311
85549,4311000210.0,5,no,8.0,no,,urban,4,5,female,unmarried,4311
85552,4311000211.0,3,no,,no,,urban,4,7,female,unmarried,4311
85553,4311000211.0,4,no,,no,,urban,4,6,male,unmarried,4311
85561,4311000301.0,3,yes,,no,6.0,urban,4,13,male,unmarried,4311
85562,4311000301.0,4,yes,,yes,,urban,4,11,male,unmarried,4311
85563,4311000301.0,5,yes,,yes,,urban,4,9,male,unmarried,4311
85564,4311000301.0,6,yes,7.0,no,6.0,urban,4,5,male,unmarried,4311
85567,4311000302.0,3,no,,no,,urban,4,12,male,unmarried,4311
85568,4311000302.0,4,no,5.0,no,,urban,4,8,male,unmarried,4311
85569,4311000302.0,5,no,3.0,no,,urban,4,6,male,unmarried,4311
85577,4311000304.0,4,yes,0.0,yes,,urban,4,15,male,unmarried,4311
85580,4311000305.0,3,no,10.0,no,12.0,urban,4,5,female,unmarried,4311
85585,4311000306.0,3,no,14.0,no,,urban,4,14,female,unmarried,4311
85586,4311000306.0,4,no,,no,,urban,4,11,male,unmarried,4311
85587,4311000306.0,5,yes,,no,,urban,4,7,female,unmarried,4311
85588,4311000306.0,6,yes,7.0,yes,,urban,4,5,male,unmarried,4311
85591,4311000307.0,3,no,4.0,no,12.0,urban,4,13,male,unmarried,4311
85592,4311000307.0,4,no,,no,,urban,4,12,male,unmarried,4311
85593,4311000307.0,5,no,10.0,no,,urban,4,10,male,unmarried,4311
85606,4311000310.0,5,no,,no,,urban,4,12,female,unmarried,4311
85611,4311000312.0,3,no,2.0,no,,urban,4,13,female,unmarried,4311
85612,4311000312.0,4,no,,no,,urban,4,9,female,unmarried,4311
85613,4311000312.0,5,no,,no,,urban,4,7,male,unmarried,4311
85614,4311000312.0,6,no,,no,,urban,4,5,male,unmarried,4311
85617,4311000401.0,3,no,5.0,no,,urban,4,14,female,unmarried,4311
85618,4311000401.0,4,no,3.0,no,,urban,4,12,male,unmarried,4311
85619,4311000401.0,5,no,2.0,no,,urban,4,10,female,unmarried,4311
85622,4311000401.0,8,no,,no,,urban,4,5,male,unmarried,4311
85628,4311000403.0,3,no,10.0,no,,urban,4,10,male,unmarried,4311
85634,4311000405.0,4,no,,no,,urban,4,15,female,unmarried,4311
85635,4311000405.0,5,no,,no,,urban,4,12,female,unmarried,4311
85636,4311000405.0,6,yes,,yes,,urban,4,11,female,unmarried,4311
85637,4311000405.0,7,no,9.0,no,,urban,4,10,female,unmarried,4311
85638,4311000405.0,8,no,8.0,no,,urban,4,8,male,unmarried,4311
85639,4311000405.0,9,no,4.0,no,,urban,4,6,female,unmarried,4311
85644,4311000407.0,3,no,,no,,urban,4,14,male,unmarried,4311
85651,4311000408.0,3,no,4.0,no,,urban,4,8,female,unmarried,4311
85652,4311000408.0,4,no,2.0,no,,urban,4,6,female,unmarried,4311
85655,4311000409.0,5,no,,no,,urban,4,6,female,unmarried,4311
85656,4311000409.0,6,no,8.0,no,,urban,4,5,female,unmarried,4311
85659,4311000410.0,3,no,4.0,no,,urban,4,7,female,unmarried,4311
85660,4311000410.0,4,no,5.0,no,,urban,4,5,male,unmarried,4311
85664,4311000411.0,3,yes,6.0,yes,,urban,4,8,female,unmarried,4311
85665,4311000411.0,4,no,3.0,no,,urban,4,8,male,unmarried,4311
85666,4311000411.0,5,no,1.0,no,,urban,4,6,female,unmarried,4311
85669,4311000412.0,3,no,,no,13.0,urban,4,6,female,unmarried,4311
85670,4311000412.0,4,no,10.0,no,13.0,urban,4,5,female,unmarried,4311
85673,4311000501.0,3,no,8.0,no,,urban,4,12,male,unmarried,4311
85674,4311000501.0,4,no,,no,12.0,urban,4,10,male,unmarried,4311
85675,4311000501.0,5,yes,9.0,yes,,urban,4,9,female,unmarried,4311
85676,4311000501.0,6,yes,7.0,yes,,urban,4,6,female,unmarried,4311
85680,4311000502.0,3,no,,no,12.0,urban,4,5,female,unmarried,4311
85688,4311000504.0,3,no,5.0,no,,urban,4,12,male,unmarried,4311
85689,4311000504.0,4,no,,no,,urban,4,10,male,unmarried,4311
85692,4311000505.0,3,no,5.0,no,13.0,urban,4,9,female,unmarried,4311
85693,4311000505.0,4,no,,no,,urban,4,8,female,unmarried,4311
85697,4311000506.0,4,no,,no,,urban,4,12,male,unmarried,4311
85704,4311000507.0,3,no,0.0,no,12.0,urban,4,8,male,unmarried,4311
85707,4311000507.0,6,no,,no,,urban,4,15,male,unmarried,4311
85708,4311000507.0,7,no,,no,,urban,4,13,male,unmarried,4311
85709,4311000507.0,8,no,,no,6.0,urban,4,12,female,unmarried,4311
85713,4311000508.0,4,no,,no,12.0,urban,4,13,female,unmarried,4311
85717,4311000509.0,4,no,,no,12.0,urban,4,14,female,unmarried,4311
85718,4311000509.0,5,no,5.0,no,2.0,urban,4,13,male,unmarried,4311
85719,4311000509.0,6,no,3.0,no,,urban,4,12,male,unmarried,4311
85720,4311000509.0,7,no,,no,,urban,4,11,male,unmarried,4311
85723,4311000510.0,3,no,8.0,no,,urban,4,8,male,unmarried,4311
85724,4311000510.0,4,no,5.0,no,,urban,4,6,female,unmarried,4311
85729,4311000511.0,4,no,,no,,urban,4,14,male,unmarried,4311
85730,4311000511.0,5,no,14.0,no,,urban,4,12,male,unmarried,4311
85731,4311000511.0,6,no,8.0,no,,urban,4,11,male,unmarried,4311
85732,4311000511.0,7,no,12.0,no,,urban,4,9,male,unmarried,4311
85733,4311000511.0,8,no,9.0,no,,urban,4,7,female,unmarried,4311
85736,4311000512.0,3,no,7.0,no,13.0,urban,4,11,male,unmarried,4311
85737,4311000512.0,4,no,7.0,no,12.0,urban,4,9,male,unmarried,4311
85738,4311000512.0,5,no,5.0,no,,urban,4,8,male,unmarried,4311
85739,4311000512.0,6,no,3.0,no,,urban,4,6,female,unmarried,4311
85745,4311000601.0,5,no,5.0,no,13.0,urban,4,12,female,unmarried,4311
85746,4311000601.0,6,no,4.0,no,13.0,urban,4,8,male,unmarried,4311
85747,4311000601.0,7,no,4.0,no,,urban,4,6,female,unmarried,4311
85754,4311000602.0,7,no,,no,,urban,4,12,female,unmarried,4311
85755,4311000602.0,8,no,14.0,no,,urban,4,8,female,unmarried,4311
85756,4311000602.0,9,no,,no,,urban,4,5,female,unmarried,4311
85761,4311000603.0,5,no,10.0,no,,urban,4,10,female,unmarried,4311
85762,4311000603.0,6,no,,no,,urban,4,7,male,unmarried,4311
85766,4311000604.0,3,no,,no,,urban,4,13,female,unmarried,4311
85767,4311000604.0,4,no,6.0,no,,urban,4,11,female,unmarried,4311
85768,4311000604.0,5,no,5.0,no,,urban,4,8,female,unmarried,4311
85772,4311000605.0,3,no,13.0,no,,urban,4,14,female,unmarried,4311
85791,4311000610.0,6,no,,no,,urban,4,7,male,unmarried,4311
85792,4311000610.0,7,no,,no,,urban,4,5,male,unmarried,4311
85800,4311000612.0,3,no,,no,,urban,4,11,male,unmarried,4311
85801,4311000612.0,4,no,,no,,urban,4,10,male,unmarried,4311
85818,4311000704.0,5,no,,no,,urban,4,7,male,unmarried,4311
85819,4311000704.0,6,no,,no,,urban,4,5,female,unmarried,4311
85822,4311000705.0,3,yes,,no,,urban,4,12,female,unmarried,4311
85823,4311000705.0,4,no,10.0,no,4.0,urban,4,10,male,unmarried,4311
85824,4311000705.0,5,no,9.0,no,4.0,urban,4,8,female,unmarried,4311
85825,4311000705.0,6,no,8.0,no,,urban,4,7,male,unmarried,4311
85826,4311000705.0,7,no,4.0,no,,urban,4,6,female,unmarried,4311
85827,4311000705.0,8,no,4.0,no,,urban,4,5,female,unmarried,4311
85832,4311000707.0,3,no,,no,4.0,urban,4,14,male,unmarried,4311
85833,4311000707.0,4,no,,no,,urban,4,12,male,unmarried,4311
85836,4311000708.0,3,no,,no,,urban,4,15,female,unmarried,4311
85837,4311000708.0,4,no,,no,6.0,urban,4,13,female,unmarried,4311
85838,4311000708.0,5,no,,no,6.0,urban,4,11,female,unmarried,4311
85839,4311000708.0,6,no,,no,,urban,4,9,female,unmarried,4311
85840,4311000708.0,7,no,,no,,urban,4,7,male,unmarried,4311
85844,4311000709.0,4,no,,no,12.0,urban,4,14,female,unmarried,4311
85845,4311000709.0,5,no,,no,13.0,urban,4,12,male,unmarried,4311
85846,4311000709.0,6,no,,no,,urban,4,10,female,unmarried,4311
