,hhcode,idc,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province,age,sex,marital_status,subprovince code
83645,4151001010.0,5,yes,,yes,,urban,4,7,male,unmarried,4151
83655,4151001012.0,6,no,,no,,urban,4,14,male,unmarried,4151
83658,4151001101.0,3,no,,no,4.0,urban,4,6,male,unmarried,4151
83663,4151001102.0,4,yes,,yes,,urban,4,14,female,unmarried,4151
83664,4151001102.0,5,yes,10.0,no,,urban,4,12,female,unmarried,4151
83665,4151001102.0,6,yes,7.0,no,,urban,4,10,female,unmarried,4151
83671,4151001104.0,3,no,,no,4.0,urban,4,10,female,unmarried,4151
83672,4151001104.0,4,no,,no,4.0,urban,4,9,male,unmarried,4151
83673,4151001104.0,5,yes,,no,,urban,4,7,male,unmarried,4151
83676,4151001105.0,3,yes,,no,,urban,4,10,male,unmarried,4151
83683,4151001109.0,3,no,,no,,urban,4,12,female,unmarried,4151
83711,4151001204.0,5,yes,,no,,urban,4,14,male,unmarried,4151
83712,4151001204.0,6,no,,no,,urban,4,13,male,unmarried,4151
83713,4151001204.0,7,no,,no,,urban,4,9,female,unmarried,4151
83714,4151001204.0,8,no,,no,,urban,4,7,male,unmarried,4151
83717,4151001205.0,3,no,,no,,urban,4,9,male,unmarried,4151
83718,4151001205.0,4,no,,no,,urban,4,8,female,unmarried,4151
83719,4151001205.0,5,no,,no,,urban,4,5,male,unmarried,4151
83723,4151001206.0,2,no,,no,,urban,4,11,female,unmarried,4151
83724,4151001206.0,3,yes,,no,,urban,4,8,male,unmarried,4151
83739,4151001211.0,4,no,,no,,urban,4,15,female,unmarried,4151
83740,4151001211.0,5,no,,no,,urban,4,8,female,unmarried,4151
83751,4152000102.0,3,no,,no,,rural,4,5,female,unmarried,4152
83752,4152000102.0,4,no,,no,,rural,4,5,male,unmarried,4152
83758,4152000103.0,4,yes,7.0,no,,rural,4,15,female,unmarried,4152
83759,4152000103.0,5,no,0.0,no,,rural,4,13,male,unmarried,4152
83760,4152000103.0,6,yes,,yes,,rural,4,12,male,unmarried,4152
83761,4152000103.0,7,no,,no,,rural,4,10,female,unmarried,4152
83762,4152000103.0,8,no,,no,,rural,4,5,male,unmarried,4152
83765,4152000104.0,2,no,5.0,no,,rural,4,5,male,unmarried,4152
83771,4152000105.0,4,yes,,yes,,rural,4,15,male,unmarried,4152
83772,4152000105.0,5,yes,,yes,,rural,4,14,female,unmarried,4152
83773,4152000105.0,6,yes,5.0,yes,,rural,4,13,female,unmarried,4152
83774,4152000105.0,7,no,4.0,no,,rural,4,11,female,unmarried,4152
83775,4152000105.0,8,no,1.0,no,,rural,4,9,male,unmarried,4152
83778,4152000106.0,3,no,5.0,no,,rural,4,15,male,unmarried,4152
83782,4152000107.0,4,yes,,yes,,rural,4,13,female,unmarried,4152
83783,4152000107.0,5,yes,5.0,yes,,rural,4,11,male,unmarried,4152
83789,4152000108.0,6,no,0.0,no,,rural,4,15,male,unmarried,4152
83792,4152000109.0,3,yes,0.0,yes,,rural,4,14,female,unmarried,4152
83793,4152000109.0,4,yes,,yes,,rural,4,12,male,unmarried,4152
83794,4152000109.0,5,yes,12.0,yes,,rural,4,10,female,unmarried,4152
83795,4152000109.0,6,no,5.0,no,,rural,4,8,female,unmarried,4152
83801,4152000110.0,6,no,,no,,rural,4,13,female,unmarried,4152
83811,4152000112.0,6,yes,,yes,,rural,4,15,male,unmarried,4152
83827,4152000204.0,3,yes,,yes,,rural,4,9,male,unmarried,4152
83828,4152000204.0,4,yes,,yes,,rural,4,6,male,unmarried,4152
83832,4152000206.0,3,no,,no,,rural,4,10,male,unmarried,4152
83833,4152000206.0,4,no,,no,,rural,4,6,male,unmarried,4152
83836,4152000207.0,3,no,,no,,rural,4,10,male,unmarried,4152
83837,4152000207.0,4,no,,no,,rural,4,7,male,unmarried,4152
83840,4152000208.0,3,yes,,yes,,rural,4,10,male,unmarried,4152
83850,4152000211.0,3,no,,no,,rural,4,6,female,unmarried,4152
83851,4152000211.0,4,no,3.0,no,,rural,4,5,female,unmarried,4152
83855,4152000212.0,3,yes,0.0,no,,rural,4,10,male,unmarried,4152
83856,4152000212.0,4,yes,,no,,rural,4,6,male,unmarried,4152
83861,4152000301.0,5,no,,no,,rural,4,15,female,unmarried,4152
83873,4152000304.0,3,yes,,yes,,rural,4,13,female,unmarried,4152
83874,4152000304.0,4,yes,,yes,,rural,4,12,male,unmarried,4152
83887,4152000307.0,5,yes,,yes,,rural,4,5,male,unmarried,4152
83891,4152000308.0,3,yes,,no,,rural,4,7,male,unmarried,4152
83892,4152000308.0,4,no,,no,,rural,4,5,female,unmarried,4152
83896,4152000309.0,4,yes,,yes,,rural,4,12,male,unmarried,4152
83897,4152000309.0,5,yes,,yes,,rural,4,10,male,unmarried,4152
83900,4152000310.0,3,no,,no,,rural,4,5,male,unmarried,4152
83904,4152000311.0,3,yes,,no,,rural,4,12,female,unmarried,4152
83905,4152000311.0,4,yes,,yes,,rural,4,10,male,unmarried,4152
83906,4152000311.0,5,yes,,yes,,rural,4,8,male,unmarried,4152
83909,4152000312.0,3,yes,,no,,rural,4,10,male,unmarried,4152
83910,4152000312.0,4,yes,,yes,,rural,4,8,female,unmarried,4152
83913,4152000401.0,3,yes,0.0,yes,,rural,4,10,female,unmarried,4152
83914,4152000401.0,4,yes,,yes,,rural,4,8,male,unmarried,4152
83915,4152000401.0,5,yes,,yes,,rural,4,5,male,unmarried,4152
83918,4152000402.0,3,no,,no,,rural,4,10,male,unmarried,4152
83919,4152000402.0,4,no,,no,,rural,4,7,female,unmarried,4152
83922,4152000403.0,3,yes,,yes,,rural,4,13,female,unmarried,4152
83923,4152000403.0,4,yes,,yes,,rural,4,12,male,unmarried,4152
83924,4152000403.0,5,yes,,yes,,rural,4,11,male,unmarried,4152
83925,4152000403.0,6,yes,,yes,,rural,4,10,male,unmarried,4152
83948,4152000411.0,5,yes,,yes,,rural,4,15,male,unmarried,4152
83951,4152000412.0,3,no,,no,13.0,rural,4,14,male,unmarried,4152
83952,4152000412.0,4,no,10.0,no,,rural,4,12,male,unmarried,4152
83953,4152000412.0,5,yes,9.0,yes,,rural,4,9,male,unmarried,4152
83956,4211000101.0,3,no,,no,,urban,4,5,male,unmarried,4211
83963,4211000102.0,5,yes,,yes,,urban,4,15,male,unmarried,4211
83964,4211000102.0,6,yes,,yes,,urban,4,12,female,unmarried,4211
83965,4211000102.0,7,yes,,yes,,urban,4,10,female,unmarried,4211
83969,4211000103.0,3,yes,,no,,urban,4,12,male,unmarried,4211
83970,4211000103.0,4,yes,,no,,urban,4,10,male,unmarried,4211
83971,4211000103.0,5,yes,,yes,,urban,4,8,male,unmarried,4211
83972,4211000103.0,6,yes,,yes,,urban,4,6,female,unmarried,4211
83977,4211000104.0,5,yes,,yes,,urban,4,15,female,unmarried,4211
83986,4211000106.0,3,yes,,yes,,urban,4,5,male,unmarried,4211
83992,4211000107.0,4,yes,12.0,yes,,urban,4,14,male,unmarried,4211
83993,4211000107.0,5,yes,,yes,,urban,4,11,male,unmarried,4211
83996,4211000108.0,4,yes,,no,,urban,4,7,male,unmarried,4211
83997,4211000108.0,5,no,,no,,urban,4,5,male,unmarried,4211
84002,4211000110.0,3,yes,0.0,yes,,urban,4,13,male,unmarried,4211
84010,4211000112.0,6,no,,no,,urban,4,14,female,unmarried,4211
84014,4211000201.0,4,yes,,yes,,urban,4,15,male,unmarried,4211
84015,4211000201.0,5,no,,no,,urban,4,12,female,unmarried,4211
84018,4211000202.0,3,yes,5.0,yes,,urban,4,10,male,unmarried,4211
84019,4211000202.0,4,yes,,yes,,urban,4,6,male,unmarried,4211
84023,4211000203.0,4,no,,no,,urban,4,13,male,unmarried,4211
84024,4211000203.0,5,no,,no,,urban,4,10,male,unmarried,4211
84027,4211000204.0,3,no,,no,11.0,urban,4,7,male,unmarried,4211
84028,4211000204.0,4,no,,no,,urban,4,5,male,unmarried,4211
84033,4211000205.0,3,no,,no,,urban,4,11,male,unmarried,4211
84034,4211000205.0,4,no,,no,,urban,4,8,male,unmarried,4211
84041,4211000207.0,3,yes,6.0,yes,,urban,4,13,male,unmarried,4211
84042,4211000207.0,4,yes,2.0,yes,,urban,4,10,male,unmarried,4211
84043,4211000207.0,5,no,0.0,no,,urban,4,8,female,unmarried,4211
84048,4211000208.0,5,no,20.0,no,,urban,4,15,female,unmarried,4211
84063,4211000211.0,4,no,,no,,urban,4,12,male,unmarried,4211
84064,4211000211.0,5,no,13.0,no,,urban,4,9,female,unmarried,4211
84065,4211000211.0,6,no,,no,,urban,4,6,female,unmarried,4211
84072,4211000301.0,3,yes,,no,,urban,4,14,male,unmarried,4211
84073,4211000301.0,4,yes,,yes,,urban,4,10,male,unmarried,4211
84077,4211000302.0,4,no,,no,,urban,4,14,male,unmarried,4211
84080,4211000303.0,3,no,,no,,urban,4,9,male,unmarried,4211
84081,4211000303.0,4,no,,no,,urban,4,7,male,unmarried,4211
84086,4211000304.0,5,no,,no,,urban,4,12,male,unmarried,4211
84087,4211000304.0,6,no,,no,,urban,4,8,female,unmarried,4211
84097,4211000306.0,3,no,,no,,urban,4,9,male,unmarried,4211
84098,4211000306.0,5,no,,no,,urban,4,5,female,unmarried,4211
84102,4211000307.0,3,no,,no,,urban,4,15,male,unmarried,4211
84103,4211000307.0,4,yes,,no,,urban,4,12,male,unmarried,4211
84106,4211000308.0,3,no,,no,,urban,4,10,male,unmarried,4211
84107,4211000308.0,4,no,8.0,no,,urban,4,8,male,unmarried,4211
84120,4211000311.0,3,no,5.0,no,,urban,4,10,male,unmarried,4211
84121,4211000311.0,4,no,5.0,no,,urban,4,8,male,unmarried,4211
84122,4211000311.0,5,yes,,yes,,urban,4,6,male,unmarried,4211
84125,4211000312.0,3,no,,no,,urban,4,12,male,unmarried,4211
84126,4211000312.0,4,yes,8.0,no,,urban,4,7,male,unmarried,4211
84129,4211000401.0,3,yes,,yes,,urban,4,12,male,unmarried,4211
84130,4211000401.0,4,yes,,yes,,urban,4,10,female,unmarried,4211
84131,4211000401.0,5,yes,,yes,,urban,4,7,male,unmarried,4211
84132,4211000401.0,6,yes,,yes,,urban,4,5,male,unmarried,4211
84147,4211000404.0,5,no,,no,,urban,4,10,female,unmarried,4211
84148,4211000404.0,6,no,,no,,urban,4,7,male,unmarried,4211
84156,4211000406.0,3,yes,,yes,,urban,4,15,male,unmarried,4211
84157,4211000406.0,4,yes,,yes,,urban,4,12,male,unmarried,4211
84158,4211000406.0,5,yes,,no,,urban,4,9,female,unmarried,4211
84159,4211000406.0,6,yes,,yes,,urban,4,7,male,unmarried,4211
84160,4211000406.0,7,yes,,yes,,urban,4,5,male,unmarried,4211
84163,4211000407.0,3,yes,10.0,yes,,urban,4,11,female,unmarried,4211
84164,4211000407.0,4,no,,no,,urban,4,8,male,unmarried,4211
84165,4211000407.0,5,yes,10.0,yes,,urban,4,6,male,unmarried,4211
84172,4211000408.0,5,yes,,yes,,urban,4,7,female,unmarried,4211
84173,4211000408.0,6,no,,no,,urban,4,5,male,unmarried,4211
84186,4211000410.0,5,yes,,yes,,urban,4,14,male,unmarried,4211
84194,4211000412.0,3,no,,no,,urban,4,8,male,unmarried,4211
84195,4211000412.0,4,no,,no,,urban,4,5,female,unmarried,4211
84198,4211000501.0,3,no,,no,,urban,4,10,male,unmarried,4211
84199,4211000501.0,4,no,,no,,urban,4,8,female,unmarried,4211
84200,4211000501.0,5,yes,,yes,,urban,4,5,female,unmarried,4211
84227,4211000508.0,3,no,6.0,no,,urban,4,14,male,unmarried,4211
84228,4211000508.0,4,no,5.0,no,,urban,4,12,male,unmarried,4211
84229,4211000508.0,5,no,4.0,no,,urban,4,11,female,unmarried,4211
84232,4211000508.0,8,yes,0.0,yes,,urban,4,6,male,unmarried,4211
84237,4211000509.0,4,no,0.0,no,,urban,4,14,male,unmarried,4211
84238,4211000509.0,6,no,10.0,no,,urban,4,10,female,unmarried,4211
84241,4211000510.0,3,no,13.0,no,,urban,4,13,male,unmarried,4211
84242,4211000510.0,4,no,,no,6.0,urban,4,11,male,unmarried,4211
84243,4211000510.0,5,yes,,yes,,urban,4,10,female,unmarried,4211
84244,4211000510.0,6,yes,,yes,,urban,4,7,female,unmarried,4211
84247,4211000511.0,3,no,5.0,no,,urban,4,6,male,unmarried,4211
84252,4211000512.0,4,yes,,no,,urban,4,14,male,unmarried,4211
84253,4211000512.0,5,no,,no,6.0,urban,4,12,male,unmarried,4211
84262,4211000603.0,3,yes,1.0,yes,,urban,4,12,female,unmarried,4211
84263,4211000603.0,4,yes,1.0,yes,,urban,4,9,male,unmarried,4211
84268,4211000604.0,5,yes,,yes,,urban,4,15,male,unmarried,4211
84269,4211000604.0,6,yes,12.0,yes,,urban,4,12,male,unmarried,4211
84270,4211000604.0,7,yes,,yes,,urban,4,9,female,unmarried,4211
84271,4211000604.0,8,no,5.0,no,,urban,4,7,female,unmarried,4211
84274,4211000605.0,3,yes,2.0,no,,urban,4,8,male,unmarried,4211
84275,4211000605.0,4,yes,20.0,yes,,urban,4,6,male,unmarried,4211
84279,4211000606.0,3,no,2.0,no,,urban,4,5,male,unmarried,4211
84285,4211000608.0,3,yes,10.0,yes,,urban,4,14,male,unmarried,4211
84286,4211000608.0,4,yes,,yes,,urban,4,12,female,unmarried,4211
84297,4211000611.0,3,yes,4.0,yes,,urban,4,8,male,unmarried,4211
84298,4211000611.0,4,yes,3.0,yes,,urban,4,6,female,unmarried,4211
84306,4211000701.0,3,yes,20.0,no,,urban,4,8,male,unmarried,4211
84307,4211000701.0,4,yes,,no,,urban,4,6,male,unmarried,4211
84312,4211000702.0,3,no,12.0,no,,urban,4,5,male,unmarried,4211
84317,4211000703.0,3,no,10.0,no,,urban,4,12,male,unmarried,4211
84318,4211000703.0,4,no,8.0,no,,urban,4,10,male,unmarried,4211
84319,4211000703.0,5,no,5.0,no,,urban,4,8,female,unmarried,4211
84320,4211000703.0,6,no,12.0,no,,urban,4,6,male,unmarried,4211
84327,4211000704.0,7,no,,no,,urban,4,13,female,unmarried,4211
84328,4211000704.0,8,no,10.0,no,,urban,4,11,female,unmarried,4211
84335,4211000707.0,3,yes,,yes,,urban,4,14,male,unmarried,4211
84336,4211000707.0,4,no,,no,,urban,4,12,male,unmarried,4211
84337,4211000707.0,5,no,,no,,urban,4,10,female,unmarried,4211
84338,4211000707.0,6,no,,no,,urban,4,8,male,unmarried,4211
84339,4211000707.0,7,no,,no,,urban,4,6,female,unmarried,4211
84344,4211000708.0,5,no,9.0,no,,urban,4,14,female,unmarried,4211
84345,4211000708.0,6,no,8.0,no,,urban,4,12,male,unmarried,4211
84346,4211000708.0,7,no,4.0,no,,urban,4,9,male,unmarried,4211
84349,4211000709.0,3,no,,no,,urban,4,7,male,unmarried,4211
84350,4211000709.0,4,yes,20.0,yes,,urban,4,6,male,unmarried,4211
84357,4211000710.0,5,yes,,no,,urban,4,15,male,unmarried,4211
84360,4211000712.0,3,no,5.0,no,,urban,4,8,male,unmarried,4211
84361,4211000712.0,4,no,3.0,no,,urban,4,6,female,unmarried,4211
84365,4211000801.0,3,yes,20.0,yes,,urban,4,15,male,unmarried,4211
84366,4211000801.0,4,yes,20.0,yes,,urban,4,14,female,unmarried,4211
84367,4211000801.0,5,yes,,yes,,urban,4,10,male,unmarried,4211
84374,4211000803.0,3,no,10.0,no,,urban,4,15,male,unmarried,4211
84377,4211000804.0,3,no,2.0,no,,urban,4,13,female,unmarried,4211
84378,4211000804.0,4,yes,,yes,,urban,4,8,female,unmarried,4211
84386,4211000806.0,4,no,14.0,no,,urban,4,14,male,unmarried,4211
84391,4211000807.0,6,no,,no,,urban,4,13,male,unmarried,4211
84402,4211000810.0,4,no,10.0,no,,urban,4,15,male,unmarried,4211
84408,4211000812.0,3,yes,1.0,yes,,urban,4,15,female,unmarried,4211
84409,4211000812.0,4,yes,12.0,yes,,urban,4,12,female,unmarried,4211
84412,4211000901.0,3,no,4.0,no,,urban,4,7,female,unmarried,4211
84416,4211000902.0,3,no,20.0,no,,urban,4,12,female,unmarried,4211
84417,4211000902.0,4,no,2.0,no,,urban,4,10,female,unmarried,4211
84418,4211000902.0,5,no,,no,,urban,4,8,male,unmarried,4211
84424,4211000904.0,3,no,,no,,urban,4,13,male,unmarried,4211
84425,4211000904.0,4,no,,no,,urban,4,8,female,unmarried,4211
84428,4211000905.0,3,no,,no,,urban,4,14,male,unmarried,4211
84431,4211000906.0,3,no,,no,,urban,4,15,female,unmarried,4211
84432,4211000906.0,4,no,,no,,urban,4,13,male,unmarried,4211
84433,4211000906.0,5,no,,no,,urban,4,7,female,unmarried,4211
84437,4211000907.0,4,no,10.0,no,,urban,4,10,male,unmarried,4211
84438,4211000907.0,5,no,10.0,no,,urban,4,6,female,unmarried,4211
84443,4211000908.0,5,no,2.0,no,,urban,4,6,female,unmarried,4211
84449,4211000909.0,5,no,,no,,urban,4,14,female,unmarried,4211
84450,4211000909.0,6,no,,no,,urban,4,10,female,unmarried,4211
84454,4211000910.0,4,no,,no,,urban,4,15,female,unmarried,4211
84466,4211001002.0,3,yes,,yes,,urban,4,13,male,unmarried,4211
84469,4211001003.0,3,yes,2.0,no,,urban,4,10,female,unmarried,4211
84470,4211001003.0,4,yes,1.0,yes,,urban,4,8,female,unmarried,4211
84471,4211001003.0,5,yes,,yes,,urban,4,6,male,unmarried,4211
84478,4211001004.0,5,no,,no,,urban,4,7,male,unmarried,4211
84479,4211001004.0,6,no,20.0,no,,urban,4,5,male,unmarried,4211
84488,4211001006.0,4,no,5.0,no,,urban,4,13,male,unmarried,4211
84489,4211001006.0,5,yes,12.0,yes,,urban,4,11,female,unmarried,4211
84490,4211001006.0,6,yes,6.0,yes,,urban,4,9,male,unmarried,4211
84491,4211001006.0,7,yes,5.0,yes,,urban,4,5,female,unmarried,4211
84494,4211001007.0,3,yes,,no,,urban,4,6,male,unmarried,4211
84501,4211001008.0,5,no,,no,,urban,4,13,male,unmarried,4211
84502,4211001008.0,6,yes,,yes,,urban,4,11,male,unmarried,4211
84503,4211001008.0,7,yes,10.0,yes,,urban,4,9,female,unmarried,4211
84504,4211001008.0,8,yes,7.0,yes,,urban,4,7,male,unmarried,4211
84507,4211001009.0,3,yes,1.0,yes,,urban,4,8,male,unmarried,4211
84508,4211001009.0,4,yes,,yes,,urban,4,6,female,unmarried,4211
84523,4211001101.0,6,no,20.0,no,6.0,urban,4,15,male,unmarried,4211
84524,4211001101.0,7,no,20.0,no,6.0,urban,4,13,female,unmarried,4211
84536,4211001104.0,3,no,,no,,urban,4,5,female,unmarried,4211
84541,4211001105.0,3,no,,no,,urban,4,13,male,unmarried,4211
84542,4211001105.0,4,no,1.0,no,4.0,urban,4,11,male,unmarried,4211
84543,4211001105.0,5,yes,0.0,yes,,urban,4,8,female,unmarried,4211
84544,4211001105.0,6,yes,,yes,,urban,4,5,male,unmarried,4211
84556,4211001108.0,6,yes,,yes,,urban,4,15,female,unmarried,4211
84573,4211001201.0,6,no,,no,,urban,4,11,male,unmarried,4211
84581,4211001204.0,3,yes,10.0,yes,,urban,4,8,male,unmarried,4211
84582,4211001204.0,4,yes,8.0,yes,,urban,4,5,female,unmarried,4211
84590,4211001206.0,4,yes,1.0,yes,,urban,4,15,female,unmarried,4211
84591,4211001206.0,5,yes,,yes,,urban,4,13,male,unmarried,4211
84594,4211001207.0,3,no,,no,,urban,4,11,male,unmarried,4211
84595,4211001207.0,4,no,6.0,no,,urban,4,9,female,unmarried,4211
84596,4211001207.0,5,no,,no,,urban,4,6,female,unmarried,4211
84602,4211001208.0,5,yes,,no,,urban,4,13,female,unmarried,4211
84603,4211001208.0,6,no,,no,,urban,4,12,male,unmarried,4211
84606,4211001209.0,3,yes,,yes,,urban,4,6,male,unmarried,4211
84616,4212000101.0,4,yes,,yes,,rural,4,14,male,unmarried,4212
84617,4212000101.0,5,yes,7.0,yes,,rural,4,11,female,unmarried,4212
84618,4212000101.0,6,yes,5.0,yes,,rural,4,8,female,unmarried,4212
84619,4212000101.0,7,yes,,yes,,rural,4,5,male,unmarried,4212
84624,4212000102.0,5,yes,,yes,,rural,4,15,female,unmarried,4212
84632,4212000104.0,3,yes,4.0,no,,rural,4,8,male,unmarried,4212
84633,4212000104.0,4,yes,10.0,yes,,rural,4,5,female,unmarried,4212
84643,4212000106.0,3,yes,,yes,,rural,4,13,male,unmarried,4212
84644,4212000106.0,4,no,,no,,rural,4,10,female,unmarried,4212
84645,4212000106.0,5,yes,,yes,,rural,4,7,female,unmarried,4212
84646,4212000106.0,6,no,,no,6.0,rural,4,5,male,unmarried,4212
84653,4212000107.0,6,yes,,yes,,rural,4,14,male,unmarried,4212
84654,4212000107.0,8,yes,10.0,no,,rural,4,8,male,unmarried,4212
84657,4212000108.0,3,yes,,yes,,rural,4,7,female,unmarried,4212
84658,4212000108.0,4,yes,10.0,yes,,rural,4,5,female,unmarried,4212
84663,4212000109.0,4,yes,2.0,yes,,rural,4,15,female,unmarried,4212
84664,4212000109.0,5,yes,,yes,,rural,4,12,male,unmarried,4212
84665,4212000109.0,6,yes,,yes,,rural,4,10,male,unmarried,4212
84666,4212000109.0,7,yes,5.0,yes,,rural,4,7,male,unmarried,4212
84667,4212000109.0,8,yes,,yes,,rural,4,5,male,unmarried,4212
84676,4212000111.0,3,yes,,no,,rural,4,15,female,unmarried,4212
84677,4212000111.0,4,yes,,no,,rural,4,13,male,unmarried,4212
84678,4212000111.0,5,yes,12.0,yes,,rural,4,10,male,unmarried,4212
84679,4212000111.0,6,yes,5.0,no,,rural,4,7,male,unmarried,4212
84680,4212000111.0,7,yes,10.0,no,,rural,4,5,female,unmarried,4212
84691,4212000201.0,6,no,,no,,rural,4,15,female,unmarried,4212
84692,4212000201.0,7,yes,,no,,rural,4,12,female,unmarried,4212
84697,4212000202.0,3,yes,,yes,,rural,4,11,male,unmarried,4212
84698,4212000202.0,4,yes,3.0,yes,,rural,4,8,male,unmarried,4212
84699,4212000202.0,5,no,,no,,rural,4,6,male,unmarried,4212
84712,4212000204.0,6,yes,0.0,no,,rural,4,15,female,unmarried,4212
84713,4212000204.0,7,yes,,yes,,rural,4,13,female,unmarried,4212
84714,4212000204.0,8,yes,,yes,,rural,4,10,male,unmarried,4212
84715,4212000204.0,9,no,11.0,no,,rural,4,6,male,unmarried,4212
84718,4212000205.0,3,yes,,yes,,rural,4,13,male,unmarried,4212
84719,4212000205.0,4,yes,20.0,yes,,rural,4,10,male,unmarried,4212
84720,4212000205.0,5,yes,,yes,,rural,4,8,male,unmarried,4212
84721,4212000205.0,6,no,,no,,rural,4,6,female,unmarried,4212
84731,4212000208.0,3,yes,20.0,no,,rural,4,9,female,unmarried,4212
84732,4212000208.0,4,yes,10.0,yes,,rural,4,7,female,unmarried,4212
84733,4212000208.0,5,yes,10.0,yes,,rural,4,5,male,unmarried,4212
84743,4212000210.0,3,yes,3.0,yes,,rural,4,15,male,unmarried,4212
84744,4212000210.0,4,yes,2.0,yes,,rural,4,13,male,unmarried,4212
84745,4212000210.0,5,yes,0.0,yes,,rural,4,10,male,unmarried,4212
84746,4212000210.0,6,yes,,yes,,rural,4,8,male,unmarried,4212
84753,4212000212.0,4,yes,,yes,,rural,4,15,male,unmarried,4212
84754,4212000212.0,5,yes,20.0,no,,rural,4,12,female,unmarried,4212
84755,4212000212.0,6,yes,5.0,yes,,rural,4,10,female,unmarried,4212
84756,4212000212.0,7,yes,4.0,yes,,rural,4,8,male,unmarried,4212
84760,4212000301.0,4,no,,no,6.0,rural,4,15,female,unmarried,4212
84761,4212000301.0,5,no,0.0,no,6.0,rural,4,12,male,unmarried,4212
84762,4212000301.0,6,no,,no,,rural,4,10,male,unmarried,4212
84763,4212000301.0,7,no,5.0,no,,rural,4,7,male,unmarried,4212
84764,4212000301.0,8,no,20.0,no,,rural,4,5,female,unmarried,4212
84769,4212000302.0,5,yes,,yes,,rural,4,15,male,unmarried,4212
84772,4212000303.0,3,yes,,yes,,rural,4,10,male,unmarried,4212
84773,4212000303.0,4,yes,,yes,,rural,4,7,male,unmarried,4212
84774,4212000303.0,5,yes,20.0,yes,,rural,4,5,male,unmarried,4212
84780,4212000304.0,4,no,,no,,rural,4,14,female,unmarried,4212
84781,4212000304.0,5,no,,no,,rural,4,12,female,unmarried,4212
84782,4212000304.0,6,no,,no,,rural,4,8,male,unmarried,4212
84783,4212000304.0,7,no,,no,,rural,4,5,male,unmarried,4212
84788,4212000305.0,3,yes,,no,,rural,4,12,male,unmarried,4212
84789,4212000305.0,4,no,,no,,rural,4,10,male,unmarried,4212
84790,4212000305.0,5,yes,,yes,,rural,4,8,female,unmarried,4212
84791,4212000305.0,6,yes,,yes,,rural,4,5,female,unmarried,4212
84804,4212000308.0,3,yes,6.0,no,,rural,4,6,male,unmarried,4212
84805,4212000308.0,4,no,,no,,rural,4,5,male,unmarried,4212
84812,4212000309.0,5,no,7.0,no,,rural,4,15,male,unmarried,4212
84813,4212000309.0,6,no,,no,,rural,4,12,male,unmarried,4212
84814,4212000309.0,7,no,8.0,no,,rural,4,8,female,unmarried,4212
84826,4212000312.0,4,yes,,yes,,rural,4,14,female,unmarried,4212
84827,4212000312.0,5,no,5.0,no,,rural,4,12,male,unmarried,4212
84828,4212000312.0,7,no,5.0,no,,rural,4,7,male,unmarried,4212
84835,4221000102.0,3,no,20.0,no,,urban,4,11,male,unmarried,4221
84836,4221000102.0,4,no,7.0,no,,urban,4,9,female,unmarried,4221
84837,4221000102.0,5,no,6.0,no,,urban,4,7,male,unmarried,4221
84838,4221000102.0,6,no,3.0,no,6.0,urban,4,5,male,unmarried,4221
84844,4221000103.0,4,no,3.0,no,,urban,4,12,male,unmarried,4221
84845,4221000103.0,5,yes,4.0,yes,,urban,4,10,male,unmarried,4221
84846,4221000103.0,6,yes,9.0,yes,,urban,4,7,female,unmarried,4221
84847,4221000103.0,7,yes,20.0,yes,,urban,4,5,male,unmarried,4221
84851,4221000104.0,3,no,,no,6.0,urban,4,12,female,unmarried,4221
84854,4221000105.0,3,yes,,yes,,urban,4,14,male,unmarried,4221
84855,4221000105.0,4,no,,no,6.0,urban,4,12,male,unmarried,4221
84856,4221000105.0,5,no,,no,6.0,urban,4,10,male,unmarried,4221
84857,4221000105.0,6,no,,no,10.0,urban,4,8,female,unmarried,4221
84864,4221000107.0,3,no,,no,6.0,urban,4,14,male,unmarried,4221
84871,4221000109.0,3,yes,,yes,,urban,4,15,female,unmarried,4221
84872,4221000109.0,4,no,,no,6.0,urban,4,13,female,unmarried,4221
84873,4221000109.0,5,no,2.0,no,6.0,urban,4,11,male,unmarried,4221
84878,4221000110.0,5,yes,3.0,yes,,urban,4,14,male,unmarried,4221
84879,4221000110.0,6,yes,2.0,yes,,urban,4,10,female,unmarried,4221
84887,4221000201.0,4,no,,no,17.0,urban,4,14,male,unmarried,4221
84888,4221000201.0,5,no,3.0,no,6.0,urban,4,11,female,unmarried,4221
84894,4221000203.0,3,no,10.0,no,6.0,urban,4,15,male,unmarried,4221
84895,4221000203.0,4,no,,no,6.0,urban,4,12,male,unmarried,4221
84896,4221000203.0,5,yes,,yes,,urban,4,10,female,unmarried,4221
84910,4221000206.0,5,no,,no,6.0,urban,4,15,male,unmarried,4221
84911,4221000206.0,6,yes,,yes,,urban,4,13,female,unmarried,4221
84912,4221000206.0,7,yes,,yes,,urban,4,10,male,unmarried,4221
84919,4221000208.0,3,no,,no,6.0,urban,4,15,male,unmarried,4221
84920,4221000208.0,4,no,,no,6.0,urban,4,12,female,unmarried,4221
84921,4221000208.0,6,yes,,no,15.0,urban,4,9,male,unmarried,4221
84922,4221000208.0,7,no,,no,10.0,urban,4,6,female,unmarried,4221
84926,4221000209.0,3,yes,3.0,yes,,urban,4,5,female,unmarried,4221
